weight_class,category,direction,rank,fighter,score,prior_fights,days_since_last_fight,supporting_stats_json
Flyweight,defense,best,4,Kyoji Horiguchi,0.874,10,91,"{""avg_sig_str_defense"": 0.621, ""avg_td_defense"": 0.67, ""avg_sig_str_absorbed_per_15"": 31.751, ""avg_td_absorbed_per_15"": 1.432, ""avg_ctrl_absorbed_seconds_per_15"": 145.703, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.1}"
Flyweight,defense,best,5,David Dvorak,0.801,6,1064,"{""avg_sig_str_defense"": 0.594, ""avg_td_defense"": 0.795, ""avg_sig_str_absorbed_per_15"": 52.457, ""avg_td_absorbed_per_15"": 1.0, ""avg_ctrl_absorbed_seconds_per_15"": 47.667, ""avg_kd_against"": 0.333, ""prior_finish_loss_rate"": 0.0}"
Flyweight,defense,worst,1,Jimmy Flick,-1.705,6,378,"{""avg_sig_str_defense"": 0.4, ""avg_td_defense"": 0.0, ""avg_sig_str_absorbed_per_15"": 96.838, ""avg_td_absorbed_per_15"": 1.913, ""avg_ctrl_absorbed_seconds_per_15"": 319.75, ""avg_kd_against"": 0.167, ""prior_finish_loss_rate"": 0.333}"
Flyweight,defense,worst,2,Daniel Lacerda,-1.695,5,805,"{""avg_sig_str_defense"": 0.273, ""avg_td_defense"": null, ""avg_sig_str_absorbed_per_15"": 122.949, ""avg_td_absorbed_per_15"": 0.0, ""avg_ctrl_absorbed_seconds_per_15"": 259.262, ""avg_kd_against"": 0.4, ""prior_finish_loss_rate"": 1.0}"
Flyweight,defense,worst,3,Malcolm Gordon,-1.558,7,840,"{""avg_sig_str_defense"": 0.435, ""avg_td_defense"": 0.179, ""avg_sig_str_absorbed_per_15"": 67.26, ""avg_td_absorbed_per_15"": 3.541, ""avg_ctrl_absorbed_seconds_per_15"": 287.605, ""avg_kd_against"": 0.286, ""prior_finish_loss_rate"": 0.714}"
Flyweight,defense,worst,4,Brandon Royval,-0.848,12,147,"{""avg_sig_str_defense"": 0.471, ""avg_td_defense"": 0.455, ""avg_sig_str_absorbed_per_15"": 61.481, ""avg_td_absorbed_per_15"": 3.175, ""avg_ctrl_absorbed_seconds_per_15"": 296.703, ""avg_kd_against"": 0.333, ""prior_finish_loss_rate"": 0.25}"
Flyweight,defense,worst,5,Jesus Aguilar,-0.836,7,63,"{""avg_sig_str_defense"": 0.468, ""avg_td_defense"": 0.354, ""avg_sig_str_absorbed_per_15"": 44.375, ""avg_td_absorbed_per_15"": 4.017, ""avg_ctrl_absorbed_seconds_per_15"": 393.94, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.143}"
Flyweight,elo,best,1,Joshua Van,1641.191,11,0,"{""prior_elo"": 1641.191, ""prior_peak_elo"": 1641.191, ""prior_win_rate"": 0.909, ""prior_fights"": 11}"
Flyweight,elo,best,2,Alexandre Pantoja,1631.645,18,154,"{""prior_elo"": 1631.645, ""prior_peak_elo"": 1654.875, ""prior_win_rate"": 0.778, ""prior_fights"": 18}"
Flyweight,elo,best,3,Kyoji Horiguchi,1619.859,10,91,"{""prior_elo"": 1619.859, ""prior_peak_elo"": 1619.859, ""prior_win_rate"": 0.9, ""prior_fights"": 10}"
Flyweight,elo,best,4,Muhammad Mokaev,1602.477,7,651,"{""prior_elo"": 1602.477, ""prior_peak_elo"": 1602.477, ""prior_win_rate"": 1.0, ""prior_fights"": 7}"
Flyweight,elo,best,5,Tatsuro Taira,1596.484,10,0,"{""prior_elo"": 1596.484, ""prior_peak_elo"": 1616.178, ""prior_win_rate"": 0.8, ""prior_fights"": 10}"
Flyweight,elo,worst,1,Daniel Lacerda,1415.486,5,805,"{""prior_elo"": 1415.486, ""prior_peak_elo"": 1480.92, ""prior_win_rate"": 0.0, ""prior_fights"": 5}"
Flyweight,elo,worst,2,Zhalgas Zhumagulov,1430.016,7,1050,"{""prior_elo"": 1430.016, ""prior_peak_elo"": 1483.927, ""prior_win_rate"": 0.143, ""prior_fights"": 7}"
Flyweight,elo,worst,3,Kevin Borjas,1450.112,5,70,"{""prior_elo"": 1450.112, ""prior_peak_elo"": 1484.521, ""prior_win_rate"": 0.2, ""prior_fights"": 5}"
Flyweight,elo,worst,4,Malcolm Gordon,1454.193,7,840,"{""prior_elo"": 1454.193, ""prior_peak_elo"": 1504.178, ""prior_win_rate"": 0.286, ""prior_fights"": 7}"
Flyweight,elo,worst,5,Jimmy Flick,1459.946,6,378,"{""prior_elo"": 1459.946, ""prior_peak_elo"": 1516.0, ""prior_win_rate"": 0.333, ""prior_fights"": 6}"
Flyweight,experience,best,1,Tim Elliott,22.0,22,7,"{""prior_fights"": 22, ""prior_wins"": 10, ""prior_losses"": 12, ""prior_win_rate"": 0.455}"
Flyweight,experience,best,2,Bruno Silva,21.0,21,56,"{""prior_fights"": 21, ""prior_wins"": 9, ""prior_losses"": 12, ""prior_win_rate"": 0.429}"
Flyweight,experience,best,3,Brandon Moreno,18.0,18,70,"{""prior_fights"": 18, ""prior_wins"": 11, ""prior_losses"": 7, ""prior_win_rate"": 0.611}"
Flyweight,experience,best,4,Alexandre Pantoja,18.0,18,154,"{""prior_fights"": 18, ""prior_wins"": 14, ""prior_losses"": 4, ""prior_win_rate"": 0.778}"
Flyweight,experience,best,5,Matt Schnell,15.0,15,182,"{""prior_fights"": 15, ""prior_wins"": 7, ""prior_losses"": 8, ""prior_win_rate"": 0.467}"
Flyweight,experience,worst,1,Joseph Morales,5.0,5,182,"{""prior_fights"": 5, ""prior_wins"": 3, ""prior_losses"": 2, ""prior_win_rate"": 0.6}"
Flyweight,experience,worst,2,HyunSung Park,5.0,5,203,"{""prior_fights"": 5, ""prior_wins"": 3, ""prior_losses"": 2, ""prior_win_rate"": 0.6}"
Flyweight,experience,worst,3,Clayton Carpenter,5.0,5,0,"{""prior_fights"": 5, ""prior_wins"": 2, ""prior_losses"": 3, ""prior_win_rate"": 0.4}"
Flyweight,experience,worst,4,Daniel Lacerda,5.0,5,805,"{""prior_fights"": 5, ""prior_wins"": 0, ""prior_losses"": 5, ""prior_win_rate"": 0.0}"
Flyweight,experience,worst,5,Kevin Borjas,5.0,5,70,"{""prior_fights"": 5, ""prior_wins"": 1, ""prior_losses"": 4, ""prior_win_rate"": 0.2}"
Flyweight,reach,best,1,Sumudaerji,72.0,10,63,"{""height_inches"": 68.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 4.0}"
Flyweight,reach,best,2,Nate Maness,72.0,7,693,"{""height_inches"": 70.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 2.0}"
Flyweight,reach,best,3,Malcolm Gordon,71.0,7,840,"{""height_inches"": 67.0, ""reach_inches"": 71.0, ""reach_minus_height_inches"": 4.0}"
Flyweight,reach,best,4,Edgar Chairez,71.0,5,70,"{""height_inches"": 67.0, ""reach_inches"": 71.0, ""reach_minus_height_inches"": 4.0}"
Flyweight,reach,best,5,Matt Schnell,70.0,15,182,"{""height_inches"": 68.0, ""reach_inches"": 70.0, ""reach_minus_height_inches"": 2.0}"
Flyweight,reach,worst,1,Jesus Aguilar,62.0,7,63,"{""height_inches"": 64.0, ""reach_inches"": 62.0, ""reach_minus_height_inches"": -2.0}"
Flyweight,reach,worst,2,Kyoji Horiguchi,63.0,10,91,"{""height_inches"": 64.0, ""reach_inches"": 63.0, ""reach_minus_height_inches"": -1.0}"
Flyweight,reach,worst,3,Bruno Silva,65.0,21,56,"{""height_inches"": 64.0, ""reach_inches"": 65.0, ""reach_minus_height_inches"": 1.0}"
Flyweight,reach,worst,4,Alex Perez,65.0,14,105,"{""height_inches"": 66.0, ""reach_inches"": 65.0, ""reach_minus_height_inches"": -1.0}"
Flyweight,reach,worst,5,Asu Almabayev,65.0,7,168,"{""height_inches"": 64.0, ""reach_inches"": 65.0, ""reach_minus_height_inches"": 1.0}"
Flyweight,reach_for_size,best,1,Kai Kara-France,5.0,13,315,"{""height_inches"": 64.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 5.0}"
Flyweight,reach_for_size,best,2,Daniel Lacerda,4.0,5,805,"{""height_inches"": 66.0, ""reach_inches"": 70.0, ""reach_minus_height_inches"": 4.0}"
Flyweight,reach_for_size,best,3,Malcolm Gordon,4.0,7,840,"{""height_inches"": 67.0, ""reach_inches"": 71.0, ""reach_minus_height_inches"": 4.0}"
Flyweight,reach_for_size,best,4,Sumudaerji,4.0,10,63,"{""height_inches"": 68.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 4.0}"
Flyweight,reach_for_size,best,5,Edgar Chairez,4.0,5,70,"{""height_inches"": 67.0, ""reach_inches"": 71.0, ""reach_minus_height_inches"": 4.0}"
Flyweight,reach_for_size,worst,1,Jesus Aguilar,-2.0,7,63,"{""height_inches"": 64.0, ""reach_inches"": 62.0, ""reach_minus_height_inches"": -2.0}"
Flyweight,reach_for_size,worst,2,Tim Elliott,-1.0,22,7,"{""height_inches"": 67.0, ""reach_inches"": 66.0, ""reach_minus_height_inches"": -1.0}"
Flyweight,reach_for_size,worst,3,Alex Perez,-1.0,14,105,"{""height_inches"": 66.0, ""reach_inches"": 65.0, ""reach_minus_height_inches"": -1.0}"
Flyweight,reach_for_size,worst,4,Kyoji Horiguchi,-1.0,10,91,"{""height_inches"": 64.0, ""reach_inches"": 63.0, ""reach_minus_height_inches"": -1.0}"
Flyweight,reach_for_size,worst,5,Carlos Hernandez,-1.0,7,357,"{""height_inches"": 68.0, ""reach_inches"": 67.0, ""reach_minus_height_inches"": -1.0}"
Bantamweight,overall,best,1,Merab Dvalishvili,1.429,17,154,"{""prior_elo"": 1678.072, ""prior_win_rate"": 0.824, ""recent_5_win_rate"": 0.8, ""avg_sig_str_differential_per_15"": 26.526, ""prior_finish_win_rate"": 0.118}"
Bantamweight,overall,best,2,Umar Nurmagomedov,1.268,9,105,"{""prior_elo"": 1623.259, ""prior_win_rate"": 0.889, ""recent_5_win_rate"": 0.8, ""avg_sig_str_differential_per_15"": 41.178, ""prior_finish_win_rate"": 0.333}"
Bantamweight,overall,best,3,Payton Talbott,1.267,6,154,"{""prior_elo"": 1570.834, ""prior_win_rate"": 0.833, ""recent_5_win_rate"": 0.8, ""avg_sig_str_differential_per_15"": 138.077, ""prior_finish_win_rate"": 0.5}"
Bantamweight,overall,best,4,Sean O'Malley,1.244,14,105,"{""prior_elo"": 1639.236, ""prior_win_rate"": 0.786, ""recent_5_win_rate"": 0.6, ""avg_sig_str_differential_per_15"": 49.293, ""prior_finish_win_rate"": 0.429}"
Bantamweight,overall,best,5,Petr Yan,1.189,16,154,"{""prior_elo"": 1652.043, ""prior_win_rate"": 0.75, ""recent_5_win_rate"": 0.8, ""avg_sig_str_differential_per_15"": 19.616, ""prior_finish_win_rate"": 0.25}"
Bantamweight,overall,worst,1,Vince Morales,-2.076,12,7,"{""prior_elo"": 1425.596, ""prior_win_rate"": 0.25, ""recent_5_win_rate"": 0.0, ""avg_sig_str_differential_per_15"": -7.336, ""prior_finish_win_rate"": 0.083}"
Bantamweight,overall,worst,2,Cody Gibson,-1.48,10,203,"{""prior_elo"": 1447.645, ""prior_win_rate"": 0.3, ""recent_5_win_rate"": 0.4, ""avg_sig_str_differential_per_15"": -6.401, ""prior_finish_win_rate"": 0.2}"
Bantamweight,overall,worst,3,Johnny Munoz,-1.316,6,945,"{""prior_elo"": 1465.694, ""prior_win_rate"": 0.333, ""recent_5_win_rate"": 0.4, ""avg_sig_str_differential_per_15"": -7.477, ""prior_finish_win_rate"": 0.167}"
Bantamweight,overall,worst,4,Brad Katona,-1.236,9,364,"{""prior_elo"": 1474.193, ""prior_win_rate"": 0.444, ""recent_5_win_rate"": 0.4, ""avg_sig_str_differential_per_15"": -9.382, ""prior_finish_win_rate"": 0.0}"
Bantamweight,overall,worst,5,Ode Osbourne,-1.201,12,273,"{""prior_elo"": 1471.294, ""prior_win_rate"": 0.417, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": 1.193, ""prior_finish_win_rate"": 0.25}"
Bantamweight,striking,best,1,Payton Talbott,3.508,6,154,"{""avg_sig_str_differential_per_15"": 138.077, ""avg_sig_str_landed_per_15"": 186.264, ""avg_sig_str_absorbed_per_15"": 48.187, ""avg_sig_str_accuracy"": 0.64, ""avg_sig_str_defense"": 0.484, ""avg_kd_for"": 0.5, ""avg_kd_against"": 0.0}"
Bantamweight,striking,best,2,Rinya Nakamura,1.756,5,280,"{""avg_sig_str_differential_per_15"": 72.511, ""avg_sig_str_landed_per_15"": 115.839, ""avg_sig_str_absorbed_per_15"": 43.328, ""avg_sig_str_accuracy"": 0.534, ""avg_sig_str_defense"": 0.611, ""avg_kd_for"": 0.6, ""avg_kd_against"": 0.2}"
Bantamweight,striking,best,3,Sean O'Malley,1.323,14,105,"{""avg_sig_str_differential_per_15"": 49.293, ""avg_sig_str_landed_per_15"": 94.293, ""avg_sig_str_absorbed_per_15"": 45.0, ""avg_sig_str_accuracy"": 0.605, ""avg_sig_str_defense"": 0.6, ""avg_kd_for"": 0.429, ""avg_kd_against"": 0.0}"
Bantamweight,striking,best,4,Said Nurmagomedov,1.175,11,287,"{""avg_sig_str_differential_per_15"": 53.122, ""avg_sig_str_landed_per_15"": 81.418, ""avg_sig_str_absorbed_per_15"": 28.296, ""avg_sig_str_accuracy"": 0.534, ""avg_sig_str_defense"": 0.582, ""avg_kd_for"": 0.182, ""avg_kd_against"": 0.0}"
Bantamweight,striking,best,5,Umar Nurmagomedov,1.001,9,105,"{""avg_sig_str_differential_per_15"": 41.178, ""avg_sig_str_landed_per_15"": 63.483, ""avg_sig_str_absorbed_per_15"": 22.304, ""avg_sig_str_accuracy"": 0.608, ""avg_sig_str_defense"": 0.705, ""avg_kd_for"": 0.111, ""avg_kd_against"": 0.222}"
Bantamweight,striking,worst,1,Brian Kelleher,-1.242,17,658,"{""avg_sig_str_differential_per_15"": -23.64, ""avg_sig_str_landed_per_15"": 42.405, ""avg_sig_str_absorbed_per_15"": 66.045, ""avg_sig_str_accuracy"": 0.428, ""avg_sig_str_defense"": 0.548, ""avg_kd_for"": 0.176, ""avg_kd_against"": 0.176}"
Bantamweight,striking,worst,2,Johnny Munoz,-1.073,6,945,"{""avg_sig_str_differential_per_15"": -7.477, ""avg_sig_str_landed_per_15"": 34.36, ""avg_sig_str_absorbed_per_15"": 41.837, ""avg_sig_str_accuracy"": 0.352, ""avg_sig_str_defense"": 0.579, ""avg_kd_for"": 0.0, ""avg_kd_against"": 0.333}"
Bantamweight,striking,worst,3,Alatengheili,-1.0,8,378,"{""avg_sig_str_differential_per_15"": -17.995, ""avg_sig_str_landed_per_15"": 58.418, ""avg_sig_str_absorbed_per_15"": 76.412, ""avg_sig_str_accuracy"": 0.356, ""avg_sig_str_defense"": 0.601, ""avg_kd_for"": 0.125, ""avg_kd_against"": 0.0}"
Bantamweight,striking,worst,4,Ricky Simon,-0.991,16,182,"{""avg_sig_str_differential_per_15"": -19.007, ""avg_sig_str_landed_per_15"": 46.521, ""avg_sig_str_absorbed_per_15"": 65.527, ""avg_sig_str_accuracy"": 0.464, ""avg_sig_str_defense"": 0.584, ""avg_kd_for"": 0.312, ""avg_kd_against"": 0.25}"
Bantamweight,striking,worst,5,Vince Morales,-0.914,12,7,"{""avg_sig_str_differential_per_15"": -7.336, ""avg_sig_str_landed_per_15"": 59.907, ""avg_sig_str_absorbed_per_15"": 67.243, ""avg_sig_str_accuracy"": 0.388, ""avg_sig_str_defense"": 0.529, ""avg_kd_for"": 0.167, ""avg_kd_against"": 0.167}"
Bantamweight,grappling,best,1,Raul Rosas Jr.,1.935,7,63,"{""avg_td_landed_per_15"": 6.446, ""avg_td_accuracy"": 0.541, ""avg_td_defense"": 0.333, ""avg_ctrl_seconds_per_15"": 520.48, ""avg_sub_att_per_15"": 2.002, ""avg_td_absorbed_per_15"": 0.286, ""avg_ctrl_absorbed_seconds_per_15"": 100.412}"
Bantamweight,grappling,best,2,Umar Nurmagomedov,1.628,9,105,"{""avg_td_landed_per_15"": 4.276, ""avg_td_accuracy"": 0.505, ""avg_td_defense"": 0.942, ""avg_ctrl_seconds_per_15"": 358.967, ""avg_sub_att_per_15"": 0.705, ""avg_td_absorbed_per_15"": 0.467, ""avg_ctrl_absorbed_seconds_per_15"": 20.107}"
Bantamweight,grappling,best,3,Merab Dvalishvili,1.505,17,154,"{""avg_td_landed_per_15"": 6.063, ""avg_td_accuracy"": 0.415, ""avg_td_defense"": 0.776, ""avg_ctrl_seconds_per_15"": 343.388, ""avg_sub_att_per_15"": 0.366, ""avg_td_absorbed_per_15"": 0.518, ""avg_ctrl_absorbed_seconds_per_15"": 47.646}"
Bantamweight,grappling,best,4,Rinya Nakamura,1.298,5,280,"{""avg_td_landed_per_15"": 1.4, ""avg_td_accuracy"": 0.667, ""avg_td_defense"": 1.0, ""avg_ctrl_seconds_per_15"": 312.17, ""avg_sub_att_per_15"": 0.8, ""avg_td_absorbed_per_15"": 0.0, ""avg_ctrl_absorbed_seconds_per_15"": 31.4}"
Bantamweight,grappling,best,5,Cody Durden,1.156,15,14,"{""avg_td_landed_per_15"": 4.54, ""avg_td_accuracy"": 0.645, ""avg_td_defense"": 0.7, ""avg_ctrl_seconds_per_15"": 286.676, ""avg_sub_att_per_15"": 0.692, ""avg_td_absorbed_per_15"": 0.679, ""avg_ctrl_absorbed_seconds_per_15"": 113.879}"
Bantamweight,grappling,worst,1,Chad Anheliger,-1.678,5,553,"{""avg_td_landed_per_15"": 0.81, ""avg_td_accuracy"": 0.167, ""avg_td_defense"": 0.259, ""avg_ctrl_seconds_per_15"": 113.048, ""avg_sub_att_per_15"": 0.443, ""avg_td_absorbed_per_15"": 3.288, ""avg_ctrl_absorbed_seconds_per_15"": 327.324}"
Bantamweight,grappling,worst,2,Charles Jourdain,-1.237,16,21,"{""avg_td_landed_per_15"": 0.567, ""avg_td_accuracy"": 0.147, ""avg_td_defense"": 0.346, ""avg_ctrl_seconds_per_15"": 93.67, ""avg_sub_att_per_15"": 1.137, ""avg_td_absorbed_per_15"": 3.158, ""avg_ctrl_absorbed_seconds_per_15"": 190.85}"
Bantamweight,grappling,worst,3,Ode Osbourne,-1.152,12,273,"{""avg_td_landed_per_15"": 0.5, ""avg_td_accuracy"": 0.319, ""avg_td_defense"": 0.55, ""avg_ctrl_seconds_per_15"": 44.749, ""avg_sub_att_per_15"": 0.167, ""avg_td_absorbed_per_15"": 1.628, ""avg_ctrl_absorbed_seconds_per_15"": 274.922}"
Bantamweight,grappling,worst,4,Rob Font,-1.086,21,63,"{""avg_td_landed_per_15"": 0.797, ""avg_td_accuracy"": 0.318, ""avg_td_defense"": 0.419, ""avg_ctrl_seconds_per_15"": 89.321, ""avg_sub_att_per_15"": 0.507, ""avg_td_absorbed_per_15"": 2.842, ""avg_ctrl_absorbed_seconds_per_15"": 198.645}"
Bantamweight,grappling,worst,5,Chris Gutierrez,-1.071,14,217,"{""avg_td_landed_per_15"": 0.214, ""avg_td_accuracy"": 0.357, ""avg_td_defense"": 0.435, ""avg_ctrl_seconds_per_15"": 35.678, ""avg_sub_att_per_15"": 0.0, ""avg_td_absorbed_per_15"": 1.246, ""avg_ctrl_absorbed_seconds_per_15"": 168.513}"
Bantamweight,wrestling,best,1,Raul Rosas Jr.,2.121,7,63,"{""avg_td_landed_per_15"": 6.446, ""avg_td_attempted_per_15"": 11.388, ""avg_td_accuracy"": 0.541, ""avg_td_defense"": 0.333, ""avg_ctrl_seconds_per_15"": 520.48, ""avg_td_absorbed_per_15"": 0.286}"
Bantamweight,wrestling,best,2,Merab Dvalishvili,2.082,17,154,"{""avg_td_landed_per_15"": 6.063, ""avg_td_attempted_per_15"": 16.272, ""avg_td_accuracy"": 0.415, ""avg_td_defense"": 0.776, ""avg_ctrl_seconds_per_15"": 343.388, ""avg_td_absorbed_per_15"": 0.518}"
Bantamweight,wrestling,best,3,Umar Nurmagomedov,1.746,9,105,"{""avg_td_landed_per_15"": 4.276, ""avg_td_attempted_per_15"": 9.772, ""avg_td_accuracy"": 0.505, ""avg_td_defense"": 0.942, ""avg_ctrl_seconds_per_15"": 358.967, ""avg_td_absorbed_per_15"": 0.467}"
Bantamweight,wrestling,best,4,Cody Durden,1.404,15,14,"{""avg_td_landed_per_15"": 4.54, ""avg_td_attempted_per_15"": 7.103, ""avg_td_accuracy"": 0.645, ""avg_td_defense"": 0.7, ""avg_ctrl_seconds_per_15"": 286.676, ""avg_td_absorbed_per_15"": 0.679}"
Bantamweight,wrestling,best,5,Ricky Simon,1.038,16,182,"{""avg_td_landed_per_15"": 3.972, ""avg_td_attempted_per_15"": 10.304, ""avg_td_accuracy"": 0.384, ""avg_td_defense"": 0.622, ""avg_ctrl_seconds_per_15"": 284.471, ""avg_td_absorbed_per_15"": 0.688}"
Bantamweight,wrestling,worst,1,Charles Jourdain,-1.364,16,21,"{""avg_td_landed_per_15"": 0.567, ""avg_td_attempted_per_15"": 2.123, ""avg_td_accuracy"": 0.147, ""avg_td_defense"": 0.346, ""avg_ctrl_seconds_per_15"": 93.67, ""avg_td_absorbed_per_15"": 3.158}"
Bantamweight,wrestling,worst,2,Chad Anheliger,-1.35,5,553,"{""avg_td_landed_per_15"": 0.81, ""avg_td_attempted_per_15"": 2.241, ""avg_td_accuracy"": 0.167, ""avg_td_defense"": 0.259, ""avg_ctrl_seconds_per_15"": 113.048, ""avg_td_absorbed_per_15"": 3.288}"
Bantamweight,wrestling,worst,3,Jake Hadley,-1.107,7,567,"{""avg_td_landed_per_15"": 0.143, ""avg_td_attempted_per_15"": 2.429, ""avg_td_accuracy"": 0.125, ""avg_td_defense"": 0.427, ""avg_ctrl_seconds_per_15"": 95.002, ""avg_td_absorbed_per_15"": 1.28}"
Bantamweight,wrestling,worst,4,Chris Gutierrez,-1.049,14,217,"{""avg_td_landed_per_15"": 0.214, ""avg_td_attempted_per_15"": 0.845, ""avg_td_accuracy"": 0.357, ""avg_td_defense"": 0.435, ""avg_ctrl_seconds_per_15"": 35.678, ""avg_td_absorbed_per_15"": 1.246}"
Bantamweight,wrestling,worst,5,Rob Font,-1.019,21,63,"{""avg_td_landed_per_15"": 0.797, ""avg_td_attempted_per_15"": 2.734, ""avg_td_accuracy"": 0.318, ""avg_td_defense"": 0.419, ""avg_ctrl_seconds_per_15"": 89.321, ""avg_td_absorbed_per_15"": 2.842}"
Bantamweight,finishing,best,1,Marcus McGhee,1.505,5,287,"{""prior_finish_win_rate"": 0.6, ""avg_kd_for"": 0.6, ""avg_sub_att_per_15"": 0.426, ""prior_win_rate"": 0.8}"
Bantamweight,finishing,best,2,Adrian Yanez,1.226,9,511,"{""prior_finish_win_rate"": 0.556, ""avg_kd_for"": 0.667, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.667}"
Bantamweight,finishing,best,3,Said Nurmagomedov,1.201,11,287,"{""prior_finish_win_rate"": 0.455, ""avg_kd_for"": 0.182, ""avg_sub_att_per_15"": 3.597, ""prior_win_rate"": 0.636}"
Bantamweight,finishing,best,4,Deiveson Figueiredo,1.152,20,105,"{""prior_finish_win_rate"": 0.4, ""avg_kd_for"": 0.6, ""avg_sub_att_per_15"": 2.344, ""prior_win_rate"": 0.7}"
Bantamweight,finishing,best,5,Payton Talbott,1.021,6,154,"{""prior_finish_win_rate"": 0.5, ""avg_kd_for"": 0.5, ""avg_sub_att_per_15"": 0.228, ""prior_win_rate"": 0.833}"
Bantamweight,finishing,worst,1,Brad Katona,-1.57,9,364,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.444}"
Bantamweight,finishing,worst,2,Muin Gafurov,-1.408,5,91,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.2, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.4}"
Bantamweight,finishing,worst,3,Javid Basharat,-1.274,6,91,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.167, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.667}"
Bantamweight,finishing,worst,4,Cody Stamann,-1.14,14,546,"{""prior_finish_win_rate"": 0.071, ""avg_kd_for"": 0.143, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.5}"
Bantamweight,finishing,worst,5,Vince Morales,-1.134,12,7,"{""prior_finish_win_rate"": 0.083, ""avg_kd_for"": 0.167, ""avg_sub_att_per_15"": 0.417, ""prior_win_rate"": 0.25}"
Bantamweight,defense,best,1,Umar Nurmagomedov,1.81,9,105,"{""avg_sig_str_defense"": 0.705, ""avg_td_defense"": 0.942, ""avg_sig_str_absorbed_per_15"": 22.304, ""avg_td_absorbed_per_15"": 0.467, ""avg_ctrl_absorbed_seconds_per_15"": 20.107, ""avg_kd_against"": 0.222, ""prior_finish_loss_rate"": 0.0}"
Bantamweight,defense,best,2,Marcus McGhee,1.283,5,287,"{""avg_sig_str_defense"": 0.648, ""avg_td_defense"": 0.889, ""avg_sig_str_absorbed_per_15"": 46.414, ""avg_td_absorbed_per_15"": 0.2, ""avg_ctrl_absorbed_seconds_per_15"": 77.823, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.0}"
Bantamweight,defense,best,3,Rinya Nakamura,1.252,5,280,"{""avg_sig_str_defense"": 0.611, ""avg_td_defense"": 1.0, ""avg_sig_str_absorbed_per_15"": 43.328, ""avg_td_absorbed_per_15"": 0.0, ""avg_ctrl_absorbed_seconds_per_15"": 31.4, ""avg_kd_against"": 0.2, ""prior_finish_loss_rate"": 0.0}"
Bantamweight,defense,best,4,Alatengheili,1.02,8,378,"{""avg_sig_str_defense"": 0.601, ""avg_td_defense"": 1.0, ""avg_sig_str_absorbed_per_15"": 76.412, ""avg_td_absorbed_per_15"": 0.0, ""avg_ctrl_absorbed_seconds_per_15"": 5.5, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.0}"
Bantamweight,defense,best,5,Song Yadong,0.86,15,105,"{""avg_sig_str_defense"": 0.618, ""avg_td_defense"": 0.784, ""avg_sig_str_absorbed_per_15"": 53.73, ""avg_td_absorbed_per_15"": 0.678, ""avg_ctrl_absorbed_seconds_per_15"": 43.962, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.067}"
Bantamweight,defense,worst,1,Ode Osbourne,-1.258,12,273,"{""avg_sig_str_defense"": 0.459, ""avg_td_defense"": 0.55, ""avg_sig_str_absorbed_per_15"": 57.324, ""avg_td_absorbed_per_15"": 1.628, ""avg_ctrl_absorbed_seconds_per_15"": 274.922, ""avg_kd_against"": 0.167, ""prior_finish_loss_rate"": 0.417}"
Bantamweight,defense,worst,2,Jean Matsumoto,-1.195,5,91,"{""avg_sig_str_defense"": 0.495, ""avg_td_defense"": 0.56, ""avg_sig_str_absorbed_per_15"": 73.607, ""avg_td_absorbed_per_15"": 4.705, ""avg_ctrl_absorbed_seconds_per_15"": 234.081, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.0}"
